192|"RI =80) THE BIRTH PLACE OF MR. POTATO HEAD"|"USA"
193|"VIVA LAS VEGAS"|"USA"
194|"RTP, NC"|"USA"
195|"Dave's Music Mine - PA"|"USA"
196|"northern, CA"|"USA"
197|"Broken Arrow,OK"|"USA"
198|"E, New York"|"USA"
199|"KY42025"|"USA"
200|"Allentown, PA"|"USA"
201|"Payson, Arizona"|"USA"
202|"Logansport"|"USA"
203|"SPOKANE, WASHINGTON"|"USA"
204|"Kelsey's closet"|"USA"
205|"Winter Winnipeg"|"Canada"
206|"Murfreesboro, Tennessee"|"USA"
207|"Goslar"|"Germany"
208|"OK"|"USA"
209|"Winnipeg, MB"|"Canada"
210|"Boudoir Sensations"|"USA"
211|"Land of the Colts"|"USA"
212|"Big Lake, MN"|"USA"
213|"GOOD LUCK!!"|"USA"
214|"The ShowMe State"|"USA"
215|"Twin Falls Idaho"|"USA"
216|"USE BUY IT NOW FOR FREE SHIPPING IN THE USA!!"|"USA"
217|"They wouldn`t take Birmingham"|"United Kingdom"
218|"SUN LAKES, AZ"|"USA"
219|"Wilsonville, OR"|"USA"
220|"810 Granville East, Chapel Hill, NC 27514"|"USA"
221|"FlyGirls Closet"|"USA"
222|"MOUNT OLYMPUS"|"USA"
223|"Northern Ca"|"USA"
224|"Wadsworth, Illinois"|"USA"
225|"Highland, IL, USA"|"USA"
226|"Markham, VA"|"USA"
227|"SPRINGFIELD, LAND OF LINCOLN"|"USA"
228|"Great Falls,MT"|"USA"
229|"MACON GA."|"USA"
230|"Ca"|"USA"
231|"Vintage City"|"USA"
232|"Shrewsbury, Mass. Kinda Fonda Country!"|"USA"
233|"Robeline, La."|"USA"
234|"Roma"|"Italy"
235|"Coyote Farm"|"USA"
236|"Chino Hills, CA"|"USA"
237|"MONTGOMERY, ALABAMA SUGAH! 334-273-4700"|"USA"
238|"central california"|"USA"
239|"NEW loads arrive 11-05-01"|"USA"
240|"Collector Items- Rare VHS-WHOLESALE ITEMS"|"USA"
241|"Trenton - Horse Country"|"USA"
242|"East BAY Area"|"USA"
243|"FAST SHIPPING!!!!"|"USA"
244|"QUEENS, FETISHFORU@AOL.COM"|"USA"
245|"New York City, NY"|"USA"
246|"Southern Illinois"|"USA"
247|"Musical Miami, Florida"|"USA"
248|"Redondo Beach, CA"|"USA"
249|"Crawford County, Georgia"|"USA"
250|"LIVONIA, MICHIGAN"|"USA"
251|"Shamokin, PA"|"USA"
252|"Darkest Recesses of Your Mind, Pa."|"USA"
253|"South Bristol"|"USA"
254|"Haverhill, Ma"|"USA"
255|"Lafayette, CA"|"USA"
256|"Fort johnson, NY"|"USA"
257|"NY I'LL MAKE YOU AN OFFER YOU CAN'T REFUSE"|"USA"
258|"*Midwest COLD USA*"|"USA"
259|"Mojave Desert"|"USA"
260|"Schenectady, N.Y."|"USA"
261|"Windsor, PA"|"USA"
262|"Franklin, GA"|"USA"
263|"concord , nc"|"USA"
264|"Where the West Begins"|"USA"
265|"PARIS LA FRANCE"|"France"
266|"MICBRINK@AOL.COM"|"USA"
267|"Plymouth, IN"|"USA"
268|"Oakland, Maryland"|"USA"
269|"KENTUCKY HOLLER HOUSE in HARNED KENTUCKY"|"USA"
270|"INTENSITEES"|"USA"
271|"Florence, Oregon"|"USA"
272|"ALABAMA"|"USA"
273|"Canberra"|"Australia"
274|"Florence, Ky"|"USA"
275|"Northwest IN"|"USA"
276|"Norwich, KS"|"USA"
277|"Long Beach"|"USA"
278|"The Sunshine State"|"USA"
279|"Douglasville,"|"USA"
280|"Well Trimmed, USA"|"USA"
281|"Grand Rapids, MI"|"USA"
282|"weatherford, tx"|"USA"
283|"correggio"|"Italy"
284|"Indiana"|"USA"
285|"San Bernardino area"|"USA"
286|"Kootenays"|"Canada"
287|"MASSACHUSETTS"|"USA"
288|"vacaville, ca"|"USA"
289|"Ridgefield Pk. N.J."|"USA"
290|"Atlanta Ga"|"USA"
291|"SAYLORSBURG PA."|"USA"
292|"hants"|"United Kingdom"
293|"Rochester MI"|"USA"
294|"land of the free"|"USA"
295|"Spokane, WA"|"USA"
296|"Greater Orlando"|"USA"
297|"Bordentown, NJ"|"USA"
298|"San Pedro CA"|"USA"
299|"GREENACRES, FLORIDA"|"USA"
300|"Wolfeboro, NH"|"USA"
301|"Cereal City, USA"|"USA"
302|"So Cal"|"USA"
303|"Ft Laud"|"USA"
304|"SOUTHWEST, VA"|"USA"
305|"Victor"|"USA"
306|"Lynn's Vintage Villa in Central, IL"|"USA"
307|"HOOSIER COUNTRY, USA"|"USA"
308|"Westfield,NC"|"USA"
309|"New Jersey Tri-State area"|"USA"
310|"Outside Portland!"|"USA"
311|"Christmas, FL"|"USA"
312|"Candle Lover"|"USA"
313|"Atlanta, GA"|"USA"
314|"The Vintage Zone PowerSellers"|"USA"
315|"LEES SUMMIT, MO"|"USA"
316|"Hickory, NC"|"USA"
317|"Feel secure, We're members of Squaretrade!"|"USA"
318|"waverly, ia"|"USA"
319|"USA!!! Colorado"|"USA"
320|"ARIZONA, PLEASE VIEW MY OTHER AUCTIONS"|"USA"
321|"Hollis, New York"|"USA"
322|"Granbury Tx"|"USA"
323|"Albuquerque NM"|"USA"
324|"ESCANABA, MI"|"USA"
325|"IA"|"USA"
326|"Grand Canyon State"|"USA"
327|"BEST FABRICS! BEST PRICES!"|"USA"
328|"Oak Harbor"|"USA"
329|"Palm Springs, CA"|"USA"
330|"PAcific Northwest"|"USA"
331|"CK OUT MY OTHER AUCTIONS FOR COMBINED SHIP!!"|"USA"
332|"JOHNNA'S QUALITY BARGAINS"|"USA"
333|"No. Dartmouth, Massachusetts"|"USA"
334|"Pottstown"|"USA"
335|"Iowa"|"USA"
336|"SEE THE OTHER $14.99 OR LESS ITEMS I OFFER"|"USA"
337|"Tijuana, Baja California"|"Mexico"
338|"Rialto, CA"|"USA"
339|"HotFash.com"|"USA"
340|"REDDING, CA"|"USA"
341|"Tri-cities, Michigan"|"USA"
342|"CHECK OUT LUCKY'S AUCTIONS!!"|"USA"
343|"Kittycourt1"|"USA"
344|"My Plentiful Home :o)"|"USA"
345|"OZARK MOUNTAINS"|"USA"
346|"NEVER a Reserve Price!"|"USA"
347|"wilkes-barre,pa."|"USA"
348|"The Beautiful Pennsylvania Countryside"|"USA"
349|"Riverside,CA."|"USA"
350|"Oconomowoc, WI"|"USA"
351|"BROWSE ON! I HAVE MANY BARGAINS! SAVE BIG $$!"|"USA"
352|"Denver CO"|"USA"
353|"Sinton,Texas"|"USA"
354|"888-613-8893 USA"|"USA"
355|"NYPD"|"USA"
356|"HAPPY HOLIDAYS FROM CLEVELAND!"|"USA"
357|"Moses lake"|"USA"
358|"Twin Lakes, WI"|"USA"
359|"1974 BRAVE NEW WORKSHOP"|"USA"
360|"Peach State"|"USA"
361|"Greensboro, NC"|"USA"
362|"NY-NY"|"USA"
363|"Pittsburgh,Pa."|"USA"
364|"McGregor, TX"|"USA"
365|"Bangkok"|"Thailand"
366|"So. Calif~Help me pay my Electric Bill!!"|"USA"
367|"CHECK MY OTHER NWT KIDS AUCTIONS : ) TOYS TOO"|"USA"
368|"New York,NY"|"USA"
369|"lOOOOng island, NY"|"USA"
370|"Mobile, Alabama"|"USA"
371|"Northern Virginia"|"USA"
372|"Avon, Colorado"|"USA"
373|"Haarlem"|"Netherlands"
374|"LOOK AT OUR OTHER AUCTIONS"|"USA"
375|"Las Vegas NV"|"USA"
376|"Saskatoon, SK, Canada"|"Canada"
377|"FORT WORTH, TEXAS"|"USA"
378|"EUROPA"|"Spain"
379|"SOUTH YORKSHIRE"|"United Kingdom"
380|"Texas - Visa/ MC thru PayPal"|"USA"
381|"Express shipping Available!"|"USA"
382|"Frederick, MD"|"USA"
383|"memphis, tn"|"USA"
384|"B4 Christmas"|"USA"
385|"EBAY POWER SELLER IN PA."|"USA"
386|"Jackson, MI"|"USA"
387|"Texas, USA"|"USA"
388|"see my other auctions"|"USA"
389|"Portland, CT"|"USA"
390|"BRITISH COLUMBIA"|"Canada"
391|"Southern Cal"|"USA"
392|"Tarheel Country!"|"USA"
393|"Dallas, Tx"|"USA"
394|"Bramsche"|"Germany"
395|"Edna, KS"|"USA"
396|"Belleville Ont"|"Canada"
397|"Dayton, Ohio"|"USA"
398|"ALTAMONT, IL"|"USA"
399|"Northridge, Calif."|"USA"
400|"Charles Town WV 25414"|"USA"
401|"LOOK AT MY OTHER AUCTIONS!"|"USA"
402|"Shop Now For Christmas/Hannukah"|"USA"
403|"LAKE ERIE"|"USA"
404|"Bid With Confidence - Regular Video Seller"|"USA"
405|"Charleston"|"USA"
406|"Myrtle Beach, SC"|"USA"
407|"Lake Tahoe, CA"|"USA"
408|"Keller"|"USA"
409|"Billings, Montana"|"USA"
410|"Schuylkill County, PA"|"USA"
411|"Lakewood, Colorado"|"USA"
412|"Rome, Ga"|"USA"
413|"SCENIC MAINE"|"USA"
414|"Troy, Mi."|"USA"
415|"NEWARK, DE."|"USA"
416|"Mid-West"|"USA"
417|"West Bethesda, MD"|"USA"
418|"Lake Elsinore"|"USA"
419|"South Ohio"|"USA"
420|"Los Angeles, Ca."|"USA"
421|"uPstate New York"|"USA"
422|"mi"|"USA"
423|"SAVE on S&H BUY IN MULTIPLES!"|"USA"
424|"Monmouth County, NJ"|"USA"
425|"Chester County 19335"|"USA"
426|"Jersey Shore, NJ"|"USA"
427|"RaVeN's VelVeT UnderGround GyPsY WardRoBe"|"USA"
428|"Fl 33980"|"USA"
429|"Lyons, CO"|"USA"
430|"Az"|"USA"
431|"Anchorage, ALASKA"|"USA"
432|"Sacramento California"|"USA"
433|"Chico"|"USA"
434|"Katy, Texas"|"USA"
435|"Collingswood, NJ"|"USA"
436|"Kent, Ohio"|"USA"
437|"Old St Mellons"|"United Kingdom"
438|"LA & NY"|"USA"
439|"Zwolle"|"Netherlands"
440|"Beautiful Delavan Lake"|"USA"
441|"Salt Lake City, Utah"|"USA"
442|"NW IN"|"USA"
443|"BROOKLYN"|"USA"
444|"BOSTON"|"USA"
445|"Cornelius Oregon"|"USA"
446|"MEMORY LANE"|"USA"
447|"Beloved's Boutique, Beverly Hills"|"USA"
448|"Central Utah"|"USA"
449|"MUSTANG IS OK."|"USA"
450|"West Michigan"|"USA"
451|"Decatur"|"USA"
452|"FANTASTIC FLORIDA"|"USA"
453|"harriman tn"|"USA"
454|"QUAD-CITIES"|"USA"
455|"Enterprise, Al."|"USA"
456|"God Bless the U.S.A."|"USA"
457|"Florida Marsh"|"USA"
458|"western Montana"|"USA"
459|"cant say-don't wanna get abducted again"|"USA"
460|"Tampa,Fl"|"USA"
461|"Chico, Ca."|"USA"
462|"C-Town,Oh"|"USA"
463|"NATIONS CAPITAL"|"USA"
464|"Manchester, NY"|"USA"
465|"BY THE BIG BLUE WATER"|"USA"
466|"California's Central Coast"|"USA"
467|"IT'S A DRY HEAT!!!!!!!"|"USA"
468|"Hot! Hot! Hot!"|"USA"
469|"Grand Rapids, Michigan"|"USA"
470|"Bushkill"|"USA"
471|"Lawrenceburg, KY"|"USA"
472|"The great midwest"|"USA"
473|"""LIVE FREE OR DIE"", NH"|"USA"
474|"corn country"|"USA"
475|"Armonk, NY"|"USA"
476|"KCMO"|"USA"
477|"NORTHERN AR."|"USA"
478|"Northeast Florida"|"USA"
479|"Roanoke, Virginia"|"USA"
480|"Paradise, Hawaii"|"USA"
481|"Bellevue"|"USA"
482|"Oak Park"|"USA"
483|"WALPOLE"|"USA"
484|"British Columbia"|"Canada"
485|"Just in time for Christmas!!"|"USA"
486|"Luton"|"United Kingdom"
487|"Clarksburg, WV"|"USA"
488|"Lindon, UT"|"USA"
489|"New Orleans, Louisiana"|"USA"
490|"Philadelphia,Pennsylvania"|"USA"
491|"cell16.com"|"USA"
492|"Gloversville"|"USA"
493|"See My Other Auctions"|"China"
494|"EDMOND, OK"|"USA"
495|"Creal Springs, IL"|"USA"
496|"East Moline"|"USA"
497|"BURLINGAME,CA"|"USA"
498|"SLC, UT Site of 2002 Olympics"|"USA"
499|"GYMBOREE CENTRAL"|"USA"
500|"Marietta"|"USA"
501|"Dogpatch, AR USA"|"USA"
502|"ATASCADERO, CA."|"USA"
503|"Simpsonville, SC"|"USA"
504|"Mayberry, NC"|"USA"
505|"Orlando"|"USA"
506|"Coventry, RI"|"USA"
507|"YOUR SOURCE FOR VS APPAREL"|"USA"
508|"NUTCRAKER CENTRAL"|"USA"
509|"Philadelphia, PA"|"USA"
510|"oakland,california"|"USA"
511|"Barberton"|"USA"
512|"Waleska, GA"|"USA"
513|"JACKSON, WY"|"USA"
514|"Montoursville PA"|"USA"
515|"Fort Wayne, IN"|"USA"
516|"Antwerp"|"Belgium"
517|"Utica, N.Y."|"USA"
518|"waterloo"|"Canada"
519|"Santa Maria"|"USA"
520|"Indianapolis"|"USA"
521|"THE VERY MERRIEST OF HOLIDAYS TO ALL!"|"USA"
522|"LANCASTER, CA."|"USA"
523|"Roseville, MI"|"USA"
524|"Toronto, OS"|"Canada"
525|"East Bay"|"USA"
526|"St.Pete on the Bay"|"USA"
527|"NEBRASKA-ALSO CHECK OUT MY OTHER AUCTIONS!!"|"USA"
528|"Scottsdale, AZ"|"USA"
529|"Omaha NE"|"USA"
530|"Melville"|"USA"
531|"Marburg"|"Germany"
532|"TIP UP TOWN"|"USA"
533|"Lafayette CA"|"USA"
534|"Kaysville, UT"|"USA"
535|"The City that Care Forgot"|"USA"
536|"ALABAMA - I COMBINE SHIPMENTS!!!"|"USA"
537|"New England!!"|"USA"
538|"HAL'S PLACE"|"USA"
539|"Jacksonville,Fl"|"USA"
540|"Southern NJ"|"USA"
541|"my busy home in the country"|"USA"
542|"UCONN HUSKIES"|"USA"
543|"Southeast, MO"|"USA"
544|"Middletown, KY"|"USA"
545|"Northern NJ"|"USA"
546|"NEBRASKA"|"USA"
547|"_heemskerk"|"Netherlands"
548|"San Dimas"|"USA"
549|"Palm Harbor, FL"|"USA"
550|"Boca Raton"|"USA"
551|"East Liverpool, OH 43920"|"USA"
552|"DIXIE"|"USA"
553|"Kings Territory!!"|"USA"
554|"Whitehorse, Yukon"|"Canada"
555|"USE THE BUY NOW FEATURE AND SHIPPING IS FREE"|"USA"
556|"See My Other Auctions"|"Hong Kong"
557|"rigid wear"|"USA"
558|"Chicago Area, IL"|"USA"
559|"Deltona, Florida"|"USA"
560|"VIEW OUR OTHER AUCTIONS"|"USA"
561|"SOUTHWESTERN ONTARIO"|"Canada"
562|"LOOK AT MY OTHER AUCTIONS"|"USA"
563|"check out my other auctions"|"USA"
564|"Give me Liberty or give me Death !"|"USA"
565|"Davenport, FLORIDA"|"USA"
566|"Gardiner, maine"|"USA"
567|"Johnstown"|"USA"
568|"South Pasadena, CA USA"|"USA"
569|"BY THE LAKE- KNIFLEY"|"USA"
570|"jet city"|"USA"
571|"Montclair, NJ"|"USA"
572|"Beautiful Finger Lakes"|"USA"
573|"The Natural State"|"USA"
574|"MORRISTOWN"|"USA"
575|"Las Vegas, NV"|"USA"
576|"Lee's Tuesday Auction!!"|"USA"
577|"Land of OZ"|"USA"
578|"Charleston, WV"|"USA"
579|"Austin Texas"|"USA"
580|"CENTRAL TEXAS - SEE OUR OTHER RAILROAD ITEMS"|"USA"
581|"Kelsy's Kloset"|"USA"
582|"Gillette, Wyoming"|"USA"
583|"qtcrackle16@netscape.net"|"USA"
584|"WORLD SERIES CHAMPIONS AZ DIAMONDBACKS"|"USA"
585|"B.C."|"Canada"
586|"a comic box in Washington"|"USA"
587|"Overlooking the Grand River Valley!"|"USA"
588|"Pawtucket, RI."|"USA"
589|"Plaistow N.H"|"USA"
590|"PHOENIX"|"USA"
591|"Erath, Louisiana"|"USA"
592|"See My Other Name Brand Auctions!!"|"USA"
593|"Port Townsend WA"|"USA"
594|"1-800 269-9629, Florida"|"USA"
595|"UNBURIED TREASURES"|"USA"
596|"Rhododendron, Oregon"|"USA"
597|"LAS VEGAS, NEVADA 89145"|"USA"
598|"Youngstown, FL"|"USA"
599|"Santa's Workshop in Ho-Ho-Kus"|"USA"
600|"San Leandro, CA"|"USA"
601|"Manchester NH"|"USA"
602|"brookline.ma"|"USA"
603|"chandler, az"|"USA"
604|"manhattan"|"USA"
605|"I COMBINE ITEMS TO SAVE YOU $$$!"|"USA"
606|"Orlandoh!"|"USA"
607|"Skippack"|"USA"
608|"DFW Area, TEXAS"|"USA"
609|"Vermont"|"USA"
610|"Center Of NY"|"USA"
611|"Never Rains, CA"|"USA"
612|"Northridge, CA"|"USA"
613|"Miami Beach, FL"|"USA"
614|"Bucks County, PA"|"USA"
615|"Atlanta, GA - COOL MISFIT PINKY ELEPHANT PEZ"|"USA"
616|"Rotherham"|"United Kingdom"
617|"Orlando, Fl"|"USA"
618|"Kettering, OH"|"USA"
619|"Miami, Florida"|"USA"
620|"Elkhart, KS"|"USA"
621|"Jumping Branch,WV"|"USA"
622|"Copenhagen"|"Denmark"
623|"Lancaster"|"USA"
624|"Midwest, USA"|"USA"
625|"Dan Hering - Richmond, VA"|"USA"
626|"Poca, WV"|"USA"
627|"cheeseland"|"USA"
628|"BUY FOR THE HOLIDAYS NOW! MOST START AT $1.99"|"USA"
629|"Venice, Fl."|"USA"
630|"Cary"|"USA"
631|"Tallahassee, FL"|"USA"
632|"Arlington, VA"|"USA"
633|"Bakersfield, CA"|"USA"
634|"LANCASTER,PENNSYLVANIA"|"USA"
635|"Golden State CA"|"USA"
636|"Hong Kong (Paypal)"|"Hong Kong"
637|"GREAT CHRISTMAS GIFTS"|"USA"
638|"Bartlesville, Oklahoma"|"USA"
639|"NY"|"USA"
640|"Former Tupperware Lady cleans in Iowa !"|"USA"
641|"Myrtle Beach, S.C."|"USA"
642|"Lakewood, California"|"USA"
643|"MC/VISA with PAYPAL WELCOME!"|"USA"
644|"Pa"|"USA"
645|"PEACH STATE"|"USA"
646|"Coral Springs"|"USA"
647|"Cincinnati-Notbob Country"|"USA"
648|"Central, Indiana"|"USA"
649|"Boston Area"|"USA"
650|"Plano,TX"|"USA"
651|"Wine Country, CA"|"USA"
652|"val d'oise"|"France"
653|"Brooklyn Park, MN"|"USA"
654|"Colonial Heights, Virginia"|"USA"
655|"SEASIDE COTTAGE"|"USA"
656|"lakeside. calif. 92040"|"USA"
657|"Newnan, GA"|"USA"
658|"Washington, IN"|"USA"
659|"ANGELO TARLAZZI PARIS"|"Germany"
660|"EAST COAST"|"USA"
661|"Flint,Mich"|"USA"
662|"tally"|"USA"
663|"Florida's Space Coast"|"USA"
664|"ROGERS , ARKANSAS"|"USA"
665|"COVINGTON, WA"|"USA"
666|"Nancy"|"France"
667|"Southern Maryland"|"USA"
668|"Wilsonville,OR"|"USA"
669|"Asia"|"Hong Kong"
670|"Mn"|"USA"
671|"OKC, Oklahoma"|"USA"
672|"Quality Clothing Auctions. Check Them Out !"|"USA"
673|"Gallagher's Paper Collectibles"|"USA"
674|"Oakwood, OH"|"USA"
675|"U.S. Territory"|"Micronesia"
676|"Southern Virginia"|"USA"
677|"Dallas"|"USA"
678|"*** MAINE ***"|"USA"
679|"WINDY WYOMING"|"USA"
680|"PLAINVIEW,LONG ISLAND,NEW YORK"|"USA"
681|"PLANET HOLLYWOOD"|"USA"
682|"~Chicago, Land of Coolaroni ~"|"USA"
683|"Norwood, MA"|"USA"
684|"Altamont"|"USA"
685|"Westborough, MA"|"USA"
686|"Shelbyville, IL"|"USA"
687|"Wine Country"|"USA"
688|"Springfield,VA."|"USA"
689|"CHARLESTON SC"|"USA"
690|"CHECK OUT MY OTHER AUCTIONS!!"|"USA"
691|"TAMPA, FL"|"USA"
692|"Washignton"|"USA"
693|"sunriver"|"USA"
694|"Holden, MA"|"USA"
695|"MILLBURN, NJ 07041"|"USA"
696|"Tampa"|"USA"
697|"The Great Lakes State"|"USA"
698|"Nampa"|"USA"
699|"Schererville Indiana"|"USA"
700|"Palm Desert, CA"|"USA"
701|"NYC, NY"|"USA"
702|"locust grove"|"USA"
703|"medford, nj"|"USA"
