122|"BRAZIL"|"Brazil"
123|"PHILADELPHIA, PA"|"USA"
124|"Moses Lake WA"|"USA"
125|"Boulder, CO"|"USA"
126|"hot spot"|"USA"
127|"Tx"|"USA"
128|"Clinton, MI."|"USA"
129|"EXOTIC`R`US"|"USA"
130|"WA State Toll Free 1-866-667-8999"|"USA"
131|"PA"|"Italy"
132|"WINFIELD, IL."|"USA"
133|"LOOK AT ALL MY OTHER AUCTIONS"|"USA"
134|"EUREKA, MONTANA"|"USA"
135|"CATSKILL MOUNTAINS NEW YORK"|"USA"
136|"The McSellen's"|"USA"
137|"Augusta, Ga."|"USA"
138|"Wine Country"|"USA"
139|"Medford, Or"|"USA"
140|"Huntsville, TX"|"USA"
141|"Check Our Other Auctions"|"USA"
142|"Southern CA"|"USA"
143|"New Jersey -- Gateway to the Big Apple!"|"USA"
144|"Lufkin, TX"|"USA"
145|"SYCAMORE CANYON, ARIZONA"|"USA"
146|"SPECTACULAR JEWELRY! GREAT PRICE ! ! !"|"USA"
147|"LAS VEGAS WIG CAPITAL OF THE WORLD"|"USA"
148|"sf"|"USA"
149|"CHANTHABURI,THAILAND"|"Thailand"
150|"CHAMPAIGN, ILLINOIS GO ILLINI!!!"|"USA"
151|"New Egypt, New Jersey"|"USA"
152|"Phantomas Lives!"|"USA"
153|"We Ship Worldwide!"|"USA"
154|"Oak Harbor"|"USA"
155|"GREAT NECK, NY"|"USA"
156|"Bainbridge Island ,Wa"|"USA"
157|"CAMDEN, SC"|"USA"
158|"HAPPY HOLIDAYS!!"|"USA"
159|"Gallagher's Paper Collectibles"|"USA"
160|"CT."|"USA"
161|"WILKESBARRE, PA"|"USA"
162|"LA CA"|"USA"
163|"Lake Havasu, AZ"|"USA"
164|"Albany,NY"|"USA"
165|"Eastern"|"USA"
166|"Tulsa"|"USA"
167|"Longview, WA"|"USA"
168|"Great LINGERIE, Boots & Shoes"|"USA"
169|"WESTCHESTER COUNTY"|"USA"
170|"PayPal & Billpoint ONLY"|"USA"
171|"Pinetop, AZ"|"USA"
172|"LIVONIA"|"USA"
173|"Rochester N.Y."|"USA"
174|"Oceanside, CA"|"USA"
175|"GREAT LAKES"|"USA"
176|"Independence, MO"|"USA"
177|"Show Me State"|"USA"
178|"LOOKING GOOD"|"USA"
179|"Wadsworth, Illinois"|"USA"
180|"VIVA LAS VEGAS!"|"USA"
181|"Wallingford, CT"|"USA"
182|"Parker, CO"|"USA"
183|"Lafayette, CA"|"USA"
184|"BEAUTIFUL LEAF-CHANGIN ARKANSAS"|"USA"
185|"LOS ANGELES, CA."|"USA"
186|"CINCINNATI OHIO"|"USA"
187|"MELBOURNE"|"Australia"
188|"SEE ALL IN THE SERIES IN MY EBAY STORE!!!"|"USA"
189|"Mount Airy, MD"|"USA"
190|"CHICOPEE,MASS."|"USA"
191|"San Pedro, CA"|"USA"
192|"HOMINY"|"USA"
193|"phoenix, az"|"USA"
194|"CLIFTON, N.J."|"USA"
195|"Santa Clara, CA"|"USA"
196|"McHenry, IL (NW Chicago)"|"USA"
197|"I LOVE to combine shipping!!!!!!!!!!"|"USA"
198|"Plantation, Florida"|"USA"
199|"www.belindajanes.com"|"Australia"
200|"Beautiful Arts & Beaches Town of Sarasota FL"|"USA"
201|"Memphis TN"|"USA"
202|"Pasadena, CA"|"USA"
203|"SOUTH FL"|"USA"
204|"san juan islands"|"USA"
205|"Worcester, MA"|"USA"
206|"MASSACHUSETTS - U.S.A."|"USA"
207|"Concord,NC"|"USA"
208|"South Bend IN"|"USA"
209|"eastern south dakota"|"USA"
210|"**CHECK OUT MY OTHER AUCTIONS!! GO GONZAGA!**"|"USA"
211|"Waco, Texas"|"USA"
212|"HOOSIER COUNTRY, USA"|"USA"
213|"UPSTATE NEW YORK PRIORITY MAIL FOR BOOKS"|"USA"
214|"BOARDMAN, OHIO ~HAPPY HOLIDAYS"|"USA"
215|"THE GOLF BAG"|"USA"
216|"Berks County"|"USA"
217|"Lawrenceburg, KY"|"USA"
218|"Charlotte"|"USA"
219|"Glendale"|"USA"
220|"DALY CITY, CA"|"USA"
221|"Stockton, CA 95219"|"USA"
222|"Hampton Falls, NH"|"USA"
223|"PROVO"|"USA"
224|"Sterling, Virginia"|"USA"
225|"Bartlesville, Oklahoma"|"USA"
226|"Grand Rapids, MI."|"USA"
227|"Phila.Pa."|"USA"
228|"Comic Planet, Toys and Anime"|"USA"
229|"Mooresville"|"USA"
230|"87600 Kaufbeuren"|"Germany"
231|"central california"|"USA"
232|"Scottdale,Pa.15683"|"USA"
233|"ALABAMA - I COMBINE SHIPMENTS!!!"|"USA"
234|"CELEBRITY TREASUREBOX"|"USA"
235|"cr"|"Italy"
236|"Hall of Fame City"|"USA"
237|"Mecha junkyard"|"USA"
238|"PANHANDLE, FLORIDA U.S.A."|"USA"
239|"Phoenix Az"|"USA"
240|"HOLLYWOOD"|"USA"
241|"BEST DEALS USA"|"USA"
242|"State of Maine"|"USA"
243|"harrisburg,pa"|"USA"
244|"Norphlet, AR"|"USA"
245|"El Paso, TEXAS"|"USA"
246|"Motion Picture Arts Gallery"|"USA"
247|"OK"|"USA"
248|"THE BAY AREA"|"USA"
249|"liverpool , ny"|"USA"
250|"Chesapeake Bay, Virginia"|"USA"
251|"Central California - Home of $$$ Power!!!"|"USA"
252|"BUY IT NOW AND STOP THE MADNESS!!"|"USA"
253|"INDIANAPOLIS,IN MATT 317-297-9140 M-F 9 TO 5"|"USA"
254|"LR, AR"|"USA"
255|"LOOK AT MY OTHER AUCTIONS!"|"USA"
256|"payson, az"|"USA"
257|"Canyon, TX"|"USA"
258|"Copenhagen"|"Denmark"
259|"MYSTIC SURREY"|"Canada"
260|"Vienna, VA"|"USA"
261|"GOD BLESS OUR TROOPS AND THE U.S.A."|"USA"
262|"COW TIPPIN' COUNTRY---MIDWEST"|"USA"
263|"D.C. AREA"|"USA"
264|"Lake Worth"|"USA"
265|"Central Georgia"|"USA"
266|"Winterport, Maine"|"USA"
267|"SWANTON,OHIO"|"USA"
268|"ID"|"USA"
269|"Oregon City"|"USA"
270|"sandinmyshoes"|"USA"
271|"www.legendtoys.com WE HAVE TONS OF Stuff"|"USA"
272|"HAPPY HOLIDAYS, TX"|"USA"
273|"pls vrds pnsl, CA"|"USA"
274|"Fairborn, OH"|"USA"
275|"LONDON ONTARIO"|"Canada"
276|"Honolulu, HI"|"USA"
277|"CENTRAL FL"|"USA"
278|"ocean"|"USA"
279|"AUSTRALIA - HOME OF THE DUFF!!!!!"|"Australia"
280|"My Urban Garden"|"USA"
281|"Good ol' USA, Land of the FREE!"|"USA"
282|"Boca Raton,FL"|"USA"
283|"golden valley,minn"|"USA"
284|"Northern Appalachia"|"USA"
285|"Atomic! 742 Hope St, Providence, RI 02906"|"USA"
286|"WWW.COUTUREPALACE.COM"|"USA"
287|"Miami, Fl"|"USA"
288|"Regina, Sk."|"Canada"
289|"Evansville,IN"|"USA"
290|"puyallup"|"USA"
291|"TRY PAYPAL FOR SUPER FAST SHIPPING"|"USA"
292|"Southeastern Virginia"|"USA"
293|"Citadel Coins, Halifax, Nova Scotia"|"Canada"
294|"Florida World's Vacation Capitol"|"USA"
295|"CENTRAL, OH.HAPPY HOLIDAYS and GOD BLESS !"|"USA"
296|"Bay City Mi."|"USA"
297|"Northridge, Calif."|"USA"
298|"Christmas is close!"|"USA"
299|"Mountain Top, Pa"|"USA"
300|"Sierra Madre, Ca."|"USA"
301|"Home of the Free & Land of the Brave"|"USA"
302|"CT, eBay's most complete Disney Comics Dealer"|"USA"
303|"HAPPY HOLIDAY'S"|"USA"
304|"Macon, GA"|"USA"
305|"HAPPY HOLIDAYS ! BIG LIST OF CHRISMAS COMICS"|"USA"
306|"Trumbull, CT"|"USA"
307|"AMITYVILLE NY"|"USA"
308|"Peoria, IL"|"USA"
309|"Detroit, MI"|"USA"
310|"www.TheTSHIRTwarehouse.com"|"USA"
311|"TN-PAYPAL!!!!!!!!!!"|"USA"
312|"western Pa"|"USA"
313|"H"|"Germany"
314|"Tipton, MI"|"USA"
315|"Please view my other auctions and Store....."|"USA"
316|"B_hlen"|"Germany"
317|"Ocala.Florida"|"USA"
318|"West Central, Illinois"|"USA"
319|"Holiday Specials!"|"USA"
320|"CHECK OUR AUCTIONS FOR MORE HTF DIECAST!"|"USA"
321|"Hammond Indiana"|"USA"
322|"Casey's COLLECTIBLE CORNER, New York"|"USA"
323|"World Wide Shipping"|"USA"
324|"Beautiful Pacific Northwest"|"USA"
325|"Franklin, Tn"|"USA"
326|"Montoursville PA"|"USA"
327|"A WONDERFUL HOLIDAY GIFT !!!"|"USA"
328|"Vacaville, Ca."|"USA"
329|"Memphis,TN"|"USA"
330|"Taylor, Michigan"|"USA"
331|"HAPPY HOLIDAYS FROM OSHKOSH!!!!"|"USA"
332|"LOSE WEIGHT FAST & EASY - SEE MY DIET PILLS"|"USA"
333|"Delavan"|"USA"
334|"Spring Grove"|"USA"
335|"KCMO"|"USA"
336|"The ShowMe State"|"USA"
337|"GOD BLESS AMERICA"|"USA"
338|"Monterey Park, CA"|"USA"
339|"Atlanta, Georgia"|"USA"
340|"Zachary, LA"|"USA"
341|"Littleton, Colorado"|"USA"
342|"Beloved's Boutique, Beverly Hills"|"USA"
343|"Adcentral"|"USA"
344|"munchy's best beauty picks"|"USA"
345|"Mid-Hudson Valley"|"USA"
346|"Dallas, TX"|"USA"
347|"North Central, Pa."|"USA"
348|"Jersey"|"USA"
349|"Nicholson, Ga. 30565"|"USA"
350|"canada"|"Canada"
351|"Bid with Confidence! We're Power Sellers!"|"USA"
352|"Cartier, belt"|"USA"
353|"Johnstown"|"USA"
354|"Western Australia"|"Australia"
355|"Bellingham"|"USA"
356|"I COMBINE ITEMS TO SAVE YOU $$$!"|"USA"
357|"mn"|"USA"
358|"Southern Edge of Lake Michigan"|"USA"
359|"Lovely Los Angeles, CA"|"USA"
360|"NEW YORK CITY"|"USA"
361|"SD, CA"|"USA"
362|"Douglassville, Pa."|"USA"
363|"Pottstown"|"USA"
364|"SPRINGFIELD, VA"|"USA"
365|"sunny cal"|"USA"
366|"FRESNO"|"USA"
367|"West Palm Beach"|"USA"
368|"Ft Worth, Texas"|"USA"
369|"I'm back!! Check out my other auctions!!"|"USA"
370|"MPLS/ST PAUL"|"USA"
371|"Philadelphia, Pa"|"USA"
372|"New Bern,NC"|"USA"
373|"Huntington WV"|"USA"
374|"Western Kentucky"|"USA"
375|"Northern, CA"|"USA"
376|"SOMEWHERE IN THE MIDDLE"|"USA"
377|"St. Pete., Fl"|"USA"
378|"MY COLD STORAGE IN THE GOOD OLD USA"|"USA"
379|"Tulsa, OK"|"USA"
380|"*Item Ships Within 24 Hrs Of Your Paid Order!"|"USA"
381|"houston texas"|"USA"
382|"NEW YORK UPSTATE"|"USA"
383|"Decazeville"|"France"
384|"WP, FL 32792"|"USA"
385|"San Jose,CA"|"USA"
386|"Lincolnwood & Skokie IL"|"USA"
387|"dowrycostumes.com Sioux City, Iowa"|"USA"
388|"waterloo, iowa"|"USA"
389|"Big Island"|"USA"
390|"The Big Apple"|"USA"
391|"Check Out My Other Auctions !!"|"USA"
392|"Cookeville, Tennessee 38501"|"USA"
393|"alstead"|"USA"
394|"CANTON"|"USA"
395|"boca raton"|"USA"
396|"** FREE S/H WITH BUY NOW !!"|"USA"
397|"Up in Aspen"|"USA"
398|"CHECK OUT OUR EBAY STORE FOR MORE GREAT DEALS"|"USA"
399|"Glen Burnie, Maryland"|"USA"
400|"US and Canada Only"|"USA"
401|"Satisfaction Guaranteed"|"USA"
402|"Jupiter,Florida"|"USA"
403|"bikini beach"|"USA"
404|"DFW Texas"|"USA"
405|"Forest Grove, Oregon 97116"|"USA"
406|"Davie"|"USA"
407|"Garland TX www.krissask.com"|"USA"
408|"SOUTH CAROLINA"|"USA"
409|"Colonial Heights, Virginia"|"USA"
410|"Memaw's Attic"|"USA"
411|"Pueblo,Co."|"USA"
412|"helen, ga"|"USA"
413|"The Nation's Capital"|"USA"
414|"Reading, Pa"|"USA"
415|"Germantown, WI"|"USA"
416|"Plaistow N.H"|"USA"
417|"BELLAIRE TEXAS"|"USA"
418|"Mound, MN"|"USA"
419|"Puy de D_me"|"France"
420|"York PA"|"USA"
421|"Jacksonville,Florida"|"USA"
422|"Stanwood, IA"|"USA"
423|"Herndon, VA"|"USA"
424|"GROVE CITY"|"USA"
425|"sydney"|"Australia"
426|"~SEE OTHER AUCTIONS~"|"USA"
427|"Buffalo, N.Y."|"USA"
428|"~*~Shop by SIZE in Photo GALLERY BELOW~*~"|"USA"
429|"Port Saint Lucie, FL"|"USA"
430|"Fl."|"USA"
431|"Atlanta, Ga"|"USA"
432|"Under the christmas tree"|"USA"
433|"Long Island NY"|"USA"
434|"GURNEE"|"USA"
435|"Marshfield, MA"|"USA"
436|"PALM BEACH, FL"|"USA"
437|"Lubbock,Texas"|"USA"
438|"Falling Waters, WV"|"USA"
439|"California City, CA"|"USA"
440|"Winston-Salem, NC"|"USA"
441|"Suffolk, Virginia"|"USA"
442|"BAREFOOT BAY FL"|"USA"
443|"Mystic Island, NJ"|"USA"
444|"ALAMO CITY, HOT DEAL"|"USA"
445|"Newport County, RI"|"USA"
446|"South Florida - GOD BLESS AMERICA!"|"USA"
447|"ANTIQUES AND UNIQUES OF TEXAS"|"USA"
448|"Central Valley"|"USA"
449|"Upper NY State"|"USA"
450|"BUCKEYES"|"USA"
451|"FRIZZ COLECTIBLES (888) 626 - 6333"|"USA"
452|"las vegas"|"USA"
453|"This Year auctioning from the north of ITALY"|"Italy"
454|"East Moline"|"USA"
455|"Torrington, CT."|"USA"
456|"NYC home of the bravest"|"USA"
457|"Tampa, fl"|"USA"
458|"VIENNA / AUSTRIA/ EUROPE"|"Austria"
459|"Kettering, OH"|"USA"
460|"Sweet Home Ala."|"USA"
461|"Cranberry Township"|"USA"
462|"Brooklyn, Ny"|"USA"
463|"ChesterCnty"|"USA"
464|"WONDERFUL WYOMING"|"USA"
465|"S. CALIF."|"USA"
466|"Little Rock, AR."|"USA"
467|"MOSES LAKE, WASHINGTON"|"USA"
468|"Lebanon.PA"|"USA"
469|"EAST COAST - SEE MY OTHER AUCTIONS"|"USA"
470|"Sioux Falls"|"USA"
471|"Wilmington, NC"|"USA"
472|"ST. LOUIS, MO"|"USA"
473|"The Natural State"|"USA"
474|"Bluegrass DEALIN' DIVAS"|"USA"
475|"GRANITE FALLS, NC"|"USA"
476|"Redwood City"|"USA"
477|"L.A."|"USA"
478|"Central Ohio(See my other auctions)"|"USA"
479|"North Hollywood, CA"|"USA"
480|"We Ship FAST !!!"|"USA"
481|"abingdon"|"USA"
482|"SNOW COUNTRY!!! NE Washington"|"USA"
483|"Fort Wayne"|"USA"
484|"Baby Clothing Sale! I accept Paypal"|"USA"
485|"rochester"|"USA"
486|"Silicon Vallley"|"USA"
487|"Great Location"|"USA"
488|"Northern Virginia - Washington DC"|"USA"
489|"Southern California Desert"|"USA"
490|"Vancouver, Washington"|"USA"
491|"st-leonard"|"Canada"
492|"hickory nc"|"USA"
493|"Disney's Town of Celebration Florida"|"USA"
494|"RICHMOND, N.Y."|"USA"
495|"CHECK MY OTHER AUCTIONS FOR GREAT DEALS!!"|"USA"
496|"Midlothian, Texas"|"USA"
497|"Bordentown,NJ"|"USA"
498|"31402-0534"|"USA"
499|"Penna."|"USA"
500|"Gouda"|"Netherlands"
501|"near Seattle"|"USA"
502|"KIRKLAND,WA"|"USA"
503|"Wakefield, R.I."|"USA"
504|"Lincoln, Nebraska"|"USA"
505|"Appleton, WI"|"USA"
506|"Bremerton, WA"|"USA"
507|"SC and VA"|"USA"
508|"Sedro Woolley, WA"|"USA"
509|"Austin Texas"|"USA"
510|"check out my other auctions....don't miss out..."|"USA"
511|"Cottage Gifts"|"USA"
512|"Roseland, New Jersey"|"USA"
513|"WA"|"USA"
514|"THANKS FOR LOOKING AT OUR AUCTIONS ! ! !"|"USA"
515|"WESTERN WA"|"USA"
516|"BATTLE CREEK, MI"|"USA"
517|"Prompt shipping worldwide!"|"Australia"
518|"Kaelyns Closet"|"USA"
519|"Duluth, MN"|"USA"
520|"SOUTHWEST"|"USA"
521|"Hillsdale, N.J."|"USA"
522|"Mauk, GA"|"USA"
523|"Billings, Montana"|"USA"
524|"BEST FABRICS! BEST PRICES!"|"USA"
525|"Springfield, MA"|"USA"
526|"smoke free home"|"Canada"
527|"No Reserve"|"USA"
528|"MCALESTER, OKLAHOMA"|"USA"
529|"Laguna Beach"|"USA"
530|"New shipment has Arrived!!!"|"USA"
531|"Nice"|"USA"
532|"So CA-come visit!"|"USA"
533|"MERRY CHRISTMAS AMERICA!"|"USA"
534|"Pasadena, California"|"USA"
535|"Larchmont"|"USA"
536|"Sun Valley, NV"|"USA"
537|"CENTRAL TENNESSEE"|"USA"
538|"Coldest spot in the nation"|"USA"
539|"Happy Holidays!!!1"|"USA"
540|"Bellevue, Michigan"|"USA"
541|"Palmyra, NY"|"USA"
542|"Warwick, New York"|"USA"
543|"DeBeer bags"|"USA"
544|"Belton, Missouri"|"USA"
545|"Monticello, Florida"|"USA"
546|"denver"|"USA"
547|"Skaneateles"|"USA"
548|"Hiram, GA ""Where JESUS Is LORD!"""|"USA"
549|"Season's Greetings From Mount Pleasant"|"USA"
550|"Bangor Maine"|"USA"
551|"Worcester, Mass"|"USA"
552|"Winnipeg, Manitioba"|"Canada"
553|"THE SUNSHINE CITY MIAMI FLORIDA."|"USA"
554|"Middletown, PA"|"USA"
555|"Charlotte, North Carolina"|"USA"
556|"Pasadena, TX"|"USA"
557|"Philadelphia"|"USA"
558|"San Francisco CA"|"USA"
559|"MidWest"|"USA"
560|"Lodi, NJ"|"USA"
561|"Elizabethton, Tn"|"USA"
562|"Wichita, KS"|"USA"
563|"Springfield, Tn"|"USA"
564|"Mobile, AL - View my other auctions! $0.01 NR"|"USA"
565|"HAPPY CHRISTMAS !!!"|"USA"
566|"alexander, ar"|"USA"
567|"Southern Calif (Riverside Area)"|"USA"
568|"Fairview, NC - right outside of Asheville, NC"|"USA"
569|"EASTERN CANADA"|"Canada"
570|"NY-NY"|"USA"
571|"SEE ALL OF MY BEAUTIFUL HOLIDAY DRESSES!!"|"USA"
572|"Redlands, CA"|"USA"
573|"plainfield"|"USA"
574|"LONE STAR STATE TEXAS"|"USA"
575|"Myrtle Beach, S.C."|"USA"
576|"Jersey shore"|"USA"
577|"OP, KS"|"USA"
578|"Phila"|"USA"
579|"TOY TOWN USA"|"USA"
580|"Simcoe, Ontario"|"Canada"
581|"Fort johnson, NY"|"USA"
582|"Canal Fulton, OH"|"USA"
583|"LANGES SPORTS 616-847-0047 WEST MICHIGAN"|"USA"
584|"In the Middle"|"USA"
585|"BG KY"|"USA"
586|"Escondido, California"|"USA"
587|"Big D"|"USA"
588|"Palm Bay, FL"|"USA"
589|"Chattanooga"|"USA"
590|"Port Charlotte, Florida"|"USA"
591|"DRAKKAR!!!!"|"USA"
592|"LA, New York, Las Vegas"|"USA"
593|"Anchorage, Alaska"|"USA"
594|"1616 Mocking Bird Place"|"USA"
595|"BEST DRESSED KIDS"|"USA"
596|"72336 Balingen"|"Germany"
597|"Bethlehem, PA"|"USA"
598|"South Alabama"|"USA"
599|"Check out my other Tommy Auctions"|"USA"
600|"seattle"|"USA"
601|"Suburban Cleveland"|"USA"
602|"2001WorldTradeCenter.com"|"USA"
603|"EBAY POWER SELLER - BOCA RATON, FL"|"USA"
604|"LEETONIA, OHIO"|"USA"
605|"Up State New York"|"USA"
606|"Enka NC"|"USA"
607|"Central Illinois"|"USA"
608|"Allentown, PA."|"USA"
609|"Marseilles, Illinois"|"USA"
610|"glendale, ca"|"USA"
611|"South Bend, Nebraska"|"USA"
612|"~ILLINOIS~ FAST SHIPPING"|"USA"
613|"Fort Wayne, IN"|"USA"
614|"In"|"USA"
615|"Jamestown"|"USA"
616|"Good Girl / Bad Girl ?"|"USA"
617|"Countryside"|"USA"
618|"America Still the FREE!!!"|"USA"
619|"East Northport NY"|"USA"
620|"HaPpY HoLiDaYs !!"|"USA"
621|"I LOVE PAYPAL"|"USA"
622|"Manitou Springs, CO"|"USA"
623|"HALLMARK COLLECTOR"|"USA"
624|"Lake Charles"|"USA"
625|"North Shore Gifts And More"|"USA"
626|"SYRACUSE, NY"|"USA"
627|"Southern Ca."|"USA"
628|"reading"|"United Kingdom"
629|"KUTTAWA,KY"|"USA"
630|"Oregon!"|"USA"
631|"SPRINGFIELD"|"USA"
632|"My Closet"|"USA"
633|"Franklinville, NJ"|"USA"
634|"CLASSIC COOL COLLECTIBLES"|"USA"
635|"My closet"|"USA"
636|"NW INDIANA"|"USA"
637|"Youngstown, FL"|"USA"
638|"Grand Haven, Michigan"|"USA"
639|"Madison Heights"|"USA"
640|"Sunny California"|"USA"
641|"Visa, Mastercard, Discover, SAVE"|"USA"
642|"Treasure Island Sports Inc."|"USA"
643|"Rooseveltown NY"|"USA"
644|"MC Ia"|"USA"
645|"Home of the Dallas Cowboys!"|"USA"
646|"kamloops, b.c."|"Canada"
647|"**SAVANNAH'S CLOSET**"|"USA"
648|"eToyBugs"|"USA"
649|"HAVE A GREAT HOLIDAY!!!"|"USA"
650|"Nashua, N.H. 03060"|"USA"
651|"Trivetland, Pa."|"USA"
652|"Atlanta Georgia"|"USA"
653|"Hudson Valley, NY"|"USA"
654|"Ridgefield, New Jersey"|"USA"
655|"Rural America"|"USA"
656|"NAPERVILLE"|"USA"
657|"Below the snow in beautiful Minnesnowta"|"USA"
658|"hickville"|"Canada"
659|"NorthCoast"|"USA"
660|"Hamilton, ON"|"Canada"
661|"IT'S A DRY HEAT!!!!!!!"|"USA"
662|"LAKE MARY, FLORIDA"|"USA"
663|"MACON, GA"|"USA"
664|"Anderson, Indiana"|"USA"
665|"BURBANK"|"USA"
666|"HORICON, WI"|"USA"
667|"London, UK"|"United Kingdom"
668|"WEST POINT"|"USA"
669|"CHECK OUT MY OTHER AUCTIONS!!!!!!! W.V."|"USA"
670|"House of Lingerie N' More"|"USA"
671|"Sunny Tennessee"|"USA"
672|"N.Carolina"|"USA"
673|"They wouldn`t take Birmingham"|"United Kingdom"
674|"Helena, AL"|"USA"
675|"Chicago's Northern Suburbs"|"USA"
676|"SUNRISE"|"USA"
677|"Near the Wisconsin border in Illinois"|"USA"
678|"Toll Free #1.800.386.1431"|"USA"
679|"JANESVILLE, CA"|"USA"
680|"Western New York"|"USA"
681|"Beautiful Southern, California"|"USA"
682|"Horton MI"|"USA"
683|"Houghton Lake, MI"|"USA"
684|"NC 27540"|"USA"
685|"From the Woods of Massachusetts"|"USA"
686|"I PREFER PAYPAL!"|"USA"
687|"Southern New Hampshire"|"USA"
688|"Greensburg, PA"|"USA"
689|"LOOK AT OUR OTHER AUCTIONS"|"USA"
690|"West Midlands"|"United Kingdom"
691|"Rhode Island THE OCEAN STATE"|"USA"
692|"Charleston WV"|"USA"
693|"arizona"|"USA"
694|"check my other auctions !!"|"USA"
695|"SINGAPORE FASHION CAPITAL! VIEW MY AUCTIONS!"|"USA"
